hour_of_day,amount_log,errorBalanceOrig,errorBalanceDest,type_TRANSFER,type_CASH_OUT,amount,actual_isFraud,predicted_probability,type,risk_level,recommended_action,explanation_text
18,13.33525212751898,-1237245.0,1237245.0100000007,0,0,618622.5,0.0,2.5945005e-06,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.744902815764044,-685598.2499999981,542252.6099999999,0,0,342799.12,0.0,2.0819343e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.852379209068094,-763389.5800000001,763389.5900000001,0,0,381694.79,0.0,2.2758017e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,9.224830875678494,-20289.919999999925,20289.919999999925,0,0,10144.96,0.0,1.2585252e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.501714152413705,-197768.26000000164,197768.26000000007,0,0,98884.13,0.0,5.5716384e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,10.827086315581072,-100731.48000000045,100731.47999999998,0,0,50365.74,0.0,4.052391e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,12.823328275844672,-741531.379999999,741531.3799999999,0,0,370765.69,0.0,2.2758017e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.160780530740857,-140633.6400000006,140633.63000000012,0,0,70316.82,0.0,1.6150739e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,12.27921520181993,-430351.55999999866,430351.56000000006,0,0,215175.78,0.0,9.640048e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.850471267969922,-280298.76000000164,280298.76,0,0,140149.38,0.0,2.7814016e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.815353725980849,-270626.1199999992,270626.12,0,0,135313.06,0.0,1.8450581e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.297748719216964,-161277.7800000012,161277.77000000002,0,0,80638.89,0.0,1.4455148e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,12.099302025030546,-359490.7199999988,234301.39,0,0,179745.36,0.0,4.586332e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.536512186263884,-556629.8600000013,556629.8599999999,0,0,278314.93,0.0,1.9551548e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.597024212703774,-217545.25999999975,217545.26000000024,0,0,108772.63,0.0,1.0465116e-06,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.291853015141031,-435824.8000000008,435824.79,0,0,217912.4,0.0,5.319923e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.902363692670116,-295228.2599999998,378229.87,0,0,147614.13,0.0,7.325555e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.382030622631651,-476953.1800000016,476953.17999999993,0,0,238476.59,0.0,2.5178076e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.967103718408934,-314973.7399999984,314973.74,0,0,157486.87,0.0,1.3205537e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,8.092303644489615,-6536.4199999999255,-135555.96999999997,0,0,3268.21,0.0,4.5549655e-08,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,12.468829217650338,-520202.04000000097,520202.04,0,0,260101.02,0.0,1.1866024e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.260375302241243,-422319.6400000006,422319.65,0,0,211159.82,0.0,8.565291e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,10.498591271277451,-72526.75999999978,72526.75999999998,0,0,36263.38,0.0,1.3599222e-05,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,12.045617584789326,-340700.4500000011,340700.45,0,0,170350.22,0.0,5.1090602e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.410219578235914,-490589.3399999999,490589.34,0,0,245294.67,0.0,1.0455733e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.070190639278616,-128453.50999999978,78215.41999999998,0,0,64226.75,0.0,3.537742e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.372528501011535,-173800.6400000006,173800.63999999996,0,0,86900.32,0.0,2.0584719e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.724028256406212,-247005.8599999994,247005.86,0,0,123502.93,0.0,2.6865206e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.680766850555198,-643007.0199999996,643007.02,0,0,321503.51,0.0,7.0800075e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.829803773944546,-274565.1000000015,274565.10000000056,0,0,137282.55,0.0,2.0341137e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,9.975507238594608,-42985.05999999866,42985.05999999994,0,0,21492.53,0.0,9.39343e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.409091228400108,-180272.9400000013,180272.93999999997,0,0,90136.47,0.0,3.0515747e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,12.298543890278182,-438750.6499999985,394771.01,0,0,219375.32,0.0,5.319923e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.870282376316318,-285907.200000003,285907.20999999903,0,0,142953.6,0.0,6.1988594e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.553380128032543,-208254.8200000003,208254.81999999983,0,0,104127.41,0.0,1.0465116e-06,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,12.177663294416492,-388794.1599999964,388794.16,0,0,194397.08,0.0,5.0170126e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,10.327358888591956,-61112.60000000149,61112.59999999963,0,0,30556.3,0.0,7.199235e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,9.902671219426905,-39965.37000000104,39965.37,0,0,19982.68,0.0,3.2489186e-06,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,10.436904851761517,-68187.92000000179,68187.91999999993,0,0,34093.96,0.0,4.1230887e-06,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.49642802751134,-196725.5799999982,196725.59000000008,0,0,98362.79,0.0,5.5716384e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.010932881453988,-121062.66999999806,-24992.19000000006,0,0,60531.33,0.0,7.868208e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.860614062373577,-283156.2599999979,283156.26,0,0,141578.13,0.0,3.3227096e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.722875082510582,-670661.1400000006,670661.1400000001,0,0,335330.57,0.0,9.713632e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,9.918189448091969,-40590.42000000179,-543.7999999999884,0,0,20295.21,0.0,4.811695e-06,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.461769634818248,-190024.1199999973,190024.1200000001,0,0,95012.06,0.0,9.609478e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.763445477786712,-256936.66000000012,256936.66000000012,0,0,128468.33,0.0,3.4233753e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.79390839256108,-720033.3399999999,720033.34,0,0,360016.67,0.0,2.8563792e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,13.55377941503304,-1539433.880000003,1539433.88,0,0,769716.94,0.0,4.4297467e-06,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.881170385563504,-785687.9799999967,664757.0499999998,0,0,392843.99,0.0,2.2758017e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.295106214377707,-160852.16000000015,25656.54000000004,0,0,80426.08,0.0,3.8382048e-08,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,10.69183263387007,-87988.11999999732,87988.12,0,0,43994.06,0.0,6.217568e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.29103175727598,-160198.1000000015,160198.09999999998,0,0,80099.05,0.0,1.4455148e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.210778748803898,-147843.9200000018,-54378.429999999935,0,0,73921.96,0.0,3.2800932e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.446390712688416,-187124.08999999613,156558.83999999997,0,0,93562.04,0.0,5.276168e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,10.588759303146436,-79370.4299999997,79370.43999999994,0,0,39685.22,0.0,5.466591e-06,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.860765485657383,-283199.15000000224,189698.23,0,0,141599.57,0.0,2.9102331e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,10.439967765069394,-68397.10000000149,68397.09999999986,0,0,34198.55,0.0,4.1230887e-06,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.432967553701376,-184629.0399999991,84519.61999999988,0,0,92314.52,0.0,1.3576963e-06,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.473290682101911,-192226.08999999613,192226.08,0,0,96113.04,0.0,2.7613888e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,10.643885141020474,-83868.76000000164,83868.76000000001,0,0,41934.38,0.0,1.2087493e-06,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,10.996139949614044,-119284.93999999762,119284.93999999994,0,0,59642.47,0.0,2.2451108e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.466148168622444,-190857.97999999672,190857.99000000025,0,0,95428.99,0.0,9.609478e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,12.25807137104267,-421347.7600000016,421347.76,0,0,210673.88,0.0,8.565291e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
